Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type	UniProtKB-Gene Ontology Annotation ID	UniProtKB/Swiss-Prot ID
PF3D7_1215400	conserved Plasmodium protein, unknown function	12	631161	633011	-1		protein_coding		
PF3D7_1219900	ribulose-phosphate 3-epimerase, putative	12	796500	797183	1		protein_coding	Q8I5L3	
PF3D7_1252300	conserved Plasmodium protein, unknown function	12	2128400	2128786	-1		protein_coding	Q8I4R3	
PF3D7_1209500.1	cGMP-specific phosphodiesterase	12	439711	442858	1		protein_coding	Q8I5V4	
PF3D7_1212800	iron-sulfur subunit of succinate dehydrogenase	12	565966	566931	1		protein_coding	Q8I5S5	
PF3D7_1248700	conserved Plasmodium protein, unknown function	12	1994775	2000744	1		protein_coding		
PF3D7_1212300	WD repeat-containing protein, putative	12	543518	548532	1		protein_coding	Q8I5S9	
PF3D7_1230700	protein transport protein SEC13	12	1259620	1262088	1		protein_coding	Q8I5B3	
PF3D7_1200200	rifin	12	26321	27687	-1		protein_coding	Q8I642	
PF3D7_1200400	erythrocyte membrane protein 1, PfEMP1	12	32703	41940	1		protein_coding	Q8I640	
PF3D7_1249400	conserved Plasmodium protein, unknown function	12	2016325	2016756	-1		protein_coding		
PF3D7_1227300	conserved Plasmodium protein, unknown function	12	1105251	1108739	1		protein_coding		
PF3D7_1201500	XPA binding protein 1, putative	12	98978	100471	1		protein_coding	Q8I630	
PF3D7_1220100	pre-mRNA-processing factor 17, putative	12	802544	804400	1		protein_coding	Q8I5L1	
PF3D7_1236800	protein-S-isoprenylcysteine O-methyltransferase,putative	12	1532248	1534077	1		protein_coding	Q8I555	
PF3D7_1250600	translation initiation factor eIF-2B subunit beta, putative	12	2071602	2073641	-1		protein_coding	Q8I4S8	
PF3D7_1253400	acyl-CoA synthetase	12	2180419	2182869	1		protein_coding	Q8I0X2	
PF3D7_1216600	cell traversal protein for ookinetes and sporozoites	12	659738	660286	-1		protein_coding		
PF3D7_1243800	WD repeat-containing protein 82, putative	12	1831484	1832949	-1		protein_coding	Q8I4Z2	
PF3D7_1220600	conserved Plasmodium protein, unknown function	12	820586	822198	1		protein_coding	Q8I5K7	
PF3D7_1228200	conserved Plasmodium protein, unknown function	12	1143660	1146116	1		protein_coding		
PF3D7_1209200	U6 snRNA-associated Sm-like protein LSm7,putative	12	427272	427978	1		protein_coding	Q8I5V6	
PF3D7_1205200	HAD domain ookinete protein, putative	12	226054	227070	-1		protein_coding		
PF3D7_1213800	proline--tRNA ligase	12	590194	592434	-1		protein_coding	A0A144A0G8	Q8I5R7
PF3D7_1207300	conserved Plasmodium protein, unknown function	12	343326	344361	-1		protein_coding	Q8I5X2	
PF3D7_1241100	polyadenylation factor subunit 2, putative	12	1746444	1747993	-1		protein_coding	Q8I518	
PF3D7_1217000	conserved Plasmodium protein, unknown function	12	674349	674777	-1		protein_coding		
PF3D7_1244600	ADP-ribosylation factor GTPase-activating protein, putative	12	1868533	1869531	-1		protein_coding	Q8I4Y5	
PF3D7_1204700	conserved Plasmodium protein, unknown function	12	214834	215695	1		protein_coding		
PF3D7_1218900	conserved Plasmodium protein, unknown function	12	740994	743147	-1		protein_coding		
PF3D7_1239700	ATP-dependent zinc metalloprotease FTSH 1	12	1655487	1658129	1		protein_coding	Q8I526	
PF3D7_1254300	stevor	12	2211543	2212554	1		protein_coding	Q8I4P4	
PF3D7_1218400	triose or hexose phosphate/phosphate translocator, putative	12	720886	723448	-1		protein_coding	Q8I5M4	
PF3D7_1224900	splicing factor 3B subunit 6, putative	12	1010832	1011342	-1		protein_coding	Q8I5G8	
PF3D7_1206000	shewanella-like protein phosphatase 2	12	270300	271214	-1		protein_coding	Q8I5Y5	
PF3D7_1207700	blood stage antigen 41-3 precursor	12	351850	354006	-1		protein_coding		
PF3D7_1248800	conserved Plasmodium protein, unknown function	12	2001987	2002271	1		protein_coding		
PF3D7_1234400	aspartyl protease, putative	12	1436790	1439349	-1		protein_coding	Q8I578	
PF3D7_1214700	conserved Plasmodium protein, unknown function	12	615636	616100	1		protein_coding		
PF3D7_1242800	rab specific GDP dissociation inhibitor	12	1805380	1807356	-1		protein_coding	Q8I501	
PF3D7_1228300	NIMA related kinase 1	12	1148111	1151461	1		protein_coding	Q8I5D5	
PF3D7_1240900	erythrocyte membrane protein 1, PfEMP1	12	1735543	1743408	1		protein_coding	A0A144A1K0	
PF3D7_1231500	mitosis protein dim1, putative	12	1299608	1300027	1		protein_coding	Q8I5A5	
PF3D7_1212900	bromodomain protein 2, putative	12	568569	571835	-1		protein_coding	Q8I5S4	
PF3D7_1203700	nucleosome assembly protein	12	187146	188842	-1		protein_coding	Q8I608	
PF3D7_1235200	V-type K+-independent H+-translocating inorganic pyrophosphatase	12	1464219	1467572	-1		protein_coding	Q8I570	
PF3D7_1229700	conserved Plasmodium protein, unknown function	12	1218181	1218766	1		protein_coding		
PF3D7_1240300	erythrocyte membrane protein 1, PfEMP1	12	1694150	1703087	1		protein_coding	Q8I521	
PF3D7_1208300	mitochondrial ACP precursor, putative	12	388545	389147	1		protein_coding	Q8I0V5	
PF3D7_1216900	DNA-binding chaperone, putative	12	670447	673266	1		protein_coding	Q8I5N9	
PF3D7_1225000	conserved Plasmodium protein, unknown function	12	1012310	1017848	-1		protein_coding		
PF3D7_1236200	conserved Plasmodium protein, unknown function	12	1512200	1516516	-1		protein_coding		
PF3D7_1245300	NEDD8-conjugating enzyme UBC12, putative	12	1893069	1893903	1		protein_coding	Q8I4X8	
PF3D7_1216400	conserved Plasmodium membrane protein, unknown function	12	653670	656435	1		protein_coding		
PF3D7_1234700	CPW-WPC family protein	12	1446375	1450335	-1		protein_coding		
PF3D7_1225600	conserved Plasmodium protein, unknown function	12	1035261	1038155	-1		protein_coding		
PF3D7_1238500	conserved Plasmodium protein, unknown function	12	1594826	1600526	1		protein_coding		
PF3D7_1226700	U3 small nucleolar RNA-interacting protein 2,putative	12	1081198	1083108	1		protein_coding	Q8I5F1	
PF3D7_1239000	HD superfamily phosphohydrolase protein	12	1621237	1623705	-1		protein_coding	Q8I533	
PF3D7_1229000	conserved Plasmodium membrane protein, unknown function	12	1186415	1191919	1		protein_coding	Q8I5C8	
PF3D7_1250900	conserved Plasmodium protein, unknown function	12	2083353	2084318	-1		protein_coding		
PF3D7_1241200	conserved Plasmodium protein, unknown function	12	1748873	1756237	-1		protein_coding		
PF3D7_1237900	conserved Plasmodium protein, unknown function	12	1577181	1580747	1		protein_coding	Q8I544	
PF3D7_1233700	homocysteine S-methyltransferase, putative	12	1403139	1404884	1		protein_coding	Q8I585	
PF3D7_1226400	conserved Plasmodium protein, unknown function	12	1067470	1071309	-1		protein_coding	Q8I5F3	
PF3D7_1250100	osmiophilic body protein	12	2045070	2054429	-1		protein_coding	Q8I4T3	
PF3D7_1214800	conserved Plasmodium protein, unknown function	12	616782	617387	1		protein_coding	Q8I5Q8	
PF3D7_1247700	conserved Plasmodium protein, unknown function	12	1964862	1966025	-1		protein_coding		
PF3D7_1218500	conserved Plasmodium protein, unknown function	12	725841	729837	-1		protein_coding	Q8I5M3	
PF3D7_1242100	conserved Plasmodium protein, unknown function	12	1790557	1790763	1		protein_coding		
PF3D7_1208900	protein phosphatase, putative	12	415404	419732	1		protein_coding	Q8I5V9	
PF3D7_1213200	conserved Plasmodium protein, unknown function	12	577529	578365	1		protein_coding		
PF3D7_1204000	conserved Plasmodium protein, unknown function	12	197509	198830	1		protein_coding		
PF3D7_1216000	serine--tRNA ligase, putative	12	644539	646395	1		protein_coding	A0A143ZZQ0	Q8I5P7
PF3D7_1218700	conserved Plasmodium protein, unknown function	12	736335	737825	-1		protein_coding		
PF3D7_1234300	DNA polymerase epsilon subunit B, putative	12	1433820	1435995	-1		protein_coding	Q8I579	
PF3D7_1207200	conserved Plasmodium protein, unknown function	12	329635	337806	-1		protein_coding	Q8I5X3	
PF3D7_1217100.2	meiotic recombination protein SPO11, putative	12	675456	677576	-1		protein_coding	A0A143ZZR0	
PF3D7_1213600	dynein light chain 1, putative	12	586809	587090	1		protein_coding	Q8I5R9	
PF3D7_1249800	THO complex subunit 2, putative	12	2030004	2039852	-1		protein_coding	Q8I4T6	
PF3D7_1214400	ER membrane protein complex subunit 6, putative	12	610271	610769	-1		protein_coding	Q8I5R2	
PF3D7_1200700	acyl-CoA synthetase	12	61556	64336	-1		protein_coding	Q8I638	
PF3D7_1215900	serpentine receptor, putative	12	641552	643519	1		protein_coding	Q8I5P8	
PF3D7_1209000	conserved Plasmodium protein, unknown function	12	421371	422201	-1		protein_coding	Q8I5V8	
PF3D7_1203100	conserved Plasmodium protein, unknown function	12	171507	172136	-1		protein_coding		
PF3D7_1203600	cytochrome c1 heme lyase, putative	12	184914	185768	1		protein_coding	Q8I609	
PF3D7_1220000	zinc finger protein, putative	12	798304	799611	-1		protein_coding	Q8I5L2	
PF3D7_1220700	conserved Plasmodium protein, unknown function	12	822958	827712	-1		protein_coding		
PF3D7_1221500	conserved Plasmodium protein, unknown function	12	860262	862790	1		protein_coding		
PF3D7_1222000	tRNA-splicing ligase RtcB, putative	12	876916	878625	-1		protein_coding	Q8I5J3	
PF3D7_1208500	conserved Plasmodium protein, unknown function	12	395986	401247	-1		protein_coding		
PF3D7_1224400	conserved Plasmodium protein, unknown function	12	994255	996438	1		protein_coding	Q8I5H3	
PF3D7_1231300	conserved Plasmodium protein, unknown function	12	1286498	1289356	-1		protein_coding		
PF3D7_1212700	eukaryotic translation initiation factor 3 subunit A, putative	12	558047	562180	-1		protein_coding	Q8I5S6	
PF3D7_1232900	nucleotidyltransferase, putative	12	1351482	1354104	-1		protein_coding	A0A144A2R0	
PF3D7_1221900	conserved Plasmodium membrane protein, unknown function	12	872361	874940	-1		protein_coding		
PF3D7_1230000	conserved Plasmodium protein, unknown function	12	1233696	1241287	1		protein_coding		
PF3D7_1250500	AP-3 complex subunit sigma, putative	12	2070094	2071073	1		protein_coding	A0A144A372	
PF3D7_1239900	vacuolar protein sorting-associated protein 16,putative	12	1678438	1681536	-1		protein_coding	Q8I524	
PF3D7_1235800	conserved Plasmodium protein, unknown function	12	1489319	1497065	-1		protein_coding	Q8I565	
PF3D7_1245400	mitochondrial ribosomal protein L3 precursor,putative	12	1894942	1895967	1		protein_coding	Q8I4X7	
PF3D7_1225900	conserved Plasmodium protein, unknown function	12	1050280	1052400	-1		protein_coding		
PF3D7_1200610	VAR2CSA uORF	12	57076	57435	-1		protein_coding		
PF3D7_1235300	CCR4-NOT transcription complex subunit 4,putative	12	1470713	1475701	1		protein_coding	Q8I569	
PF3D7_1239600	hydroxyethylthiazole kinase	12	1652936	1653844	-1		protein_coding	Q8I527	
PF3D7_1214600	adrenodoxin-type ferredoxin, putative	12	613561	614574	-1		protein_coding	Q8I5R0	
PF3D7_1201000	Plasmodium exported protein (PHISTb), unknown function	12	76846	79067	-1		protein_coding		
PF3D7_1204900	probable protein, unknown function	12	217184	218239	1		protein_coding	Q8I5Z6	
PF3D7_1221600	protein TSSC1, putative	12	863810	865186	1		protein_coding	Q8I5J7	
PF3D7_1227900	RNA pseudouridylate synthase, putative	12	1138608	1140302	1		protein_coding	Q8I5D9	
PF3D7_1211900	non-SERCA-type Ca2+-transporting P-ATPase	12	529005	532799	-1		protein_coding	A0A143ZZK9	
PF3D7_1223900	50S ribosomal protein L24, putative	12	972710	973393	-1		protein_coding	Q8I5H8	
PF3D7_1222400	transcription factor with AP2 domain(s)	12	890581	898257	1		protein_coding	Q8I5J1	
PF3D7_1212200	conserved Plasmodium protein, unknown function	12	540725	542932	-1		protein_coding		
PF3D7_1217900	PPPDE peptidase domain-containing protein,putative	12	700531	702211	1		protein_coding		
PF3D7_1235700	ATP synthase subunit beta, mitochondrial	12	1487084	1488691	1		protein_coding	Q8I0V2	
PF3D7_1323700	glideosome associated protein with multiple membrane spans 1	13	982611	983801	1		protein_coding	Q8IE80	
PF3D7_1355700	NLI interacting factor-like phosphatase,putative	13	2206592	2210458	-1		protein_coding	Q8IDE5	
PF3D7_1328100	proteasome subunit beta type-7, putative	13	1184208	1185020	1		protein_coding	Q8I6T3	
PF3D7_1302800	40S ribosomal protein S7, putative	13	150783	151635	-1		protein_coding	Q8IET7	
PF3D7_1362500	exonuclease, putative	13	2503185	2505458	1		protein_coding	Q8ID82	
PF3D7_1314400	conserved Plasmodium protein, unknown function	13	621387	621876	-1		protein_coding		
PF3D7_1317300	conserved Plasmodium protein, unknown function	13	730859	732293	-1		protein_coding	Q8IEE3	
PF3D7_1315900	exportin-1, putative	13	663741	667929	1		protein_coding	Q8IEF5	
PF3D7_1363500	DNase I-like protein, putative	13	2547764	2550477	1		protein_coding	Q8ID71	
PF3D7_1307500	conserved Plasmodium protein, unknown function	13	338189	338455	-1		protein_coding	Q8IEP0	
PF3D7_1332200	conserved Plasmodium protein, unknown function	13	1332299	1335592	1		protein_coding		
PF3D7_1332900	isoleucine--tRNA ligase, putative	13	1350042	1353860	-1		protein_coding	Q8IDZ9	
PF3D7_1323100	60S ribosomal protein L6, putative	13	965486	966280	-1		protein_coding	Q8IE85	
PF3D7_1339300	conserved Plasmodium protein, unknown function	13	1583226	1584053	1		protein_coding		
PF3D7_1355100	DNA replication licensing factor MCM6	13	2187435	2190224	1		protein_coding	Q8IDF0	
PF3D7_1340200	conserved Plasmodium protein, unknown function	13	1605800	1605976	-1		protein_coding		
PF3D7_1369200	conserved Plasmodium protein, unknown function	13	2749595	2756107	1		protein_coding		
PF3D7_1337000	endopeptidase, putative	13	1491265	1494308	-1		protein_coding	Q8IDW2	
PF3D7_1311900	V-type proton ATPase catalytic subunit A	13	507900	509735	1		protein_coding	Q76NM6	Q76NM6
PF3D7_1311900	V-type proton ATPase catalytic subunit A	13	507900	509735	1		protein_coding	Q76NM6	Q03498
PF3D7_1337200	1-deoxy-D-xylulose 5-phosphate synthase	13	1497877	1501494	1		protein_coding	Q8IDW0	
PF3D7_1307000	exosome complex component RRP40, putative	13	325215	326371	-1		protein_coding	Q8IEP5	
PF3D7_1350100	lysine--tRNA ligase	13	2005962	2007950	-1		protein_coding	Q8IDJ8	
PF3D7_1322800	conserved Plasmodium protein, unknown function	13	960166	960646	1		protein_coding		
PF3D7_1301400	Plasmodium exported protein (hyp12), unknown function	13	82718	84018	1		protein_coding		
PF3D7_1336600	conserved Plasmodium protein, unknown function	13	1480954	1481702	1		protein_coding		
PF3D7_1306600	V-type proton ATPase subunit H, putative	13	315042	316784	-1		protein_coding	Q8IEP9	
PF3D7_1351800.1	conserved Plasmodium protein, unknown function	13	2065373	2066409	1		protein_coding		
PF3D7_1358500	zinc finger protein, putative	13	2318686	2320527	1		protein_coding	Q8IDC0	
PF3D7_1300900	stevor	13	62515	63547	-1		protein_coding	Q8IEU4	
PF3D7_1360700	E3 SUMO-protein ligase PIAS, putative	13	2426133	2431183	-1		protein_coding	C0H5J4	
PF3D7_1340600	RNA lariat debranching enzyme, putative	13	1618001	1619728	-1		protein_coding	Q8IDT0	
PF3D7_1357100	elongation factor 1-alpha	13	2268901	2270232	1		protein_coding	Q8I0P6	
PF3D7_1369400	conserved Plasmodium protein, unknown function	13	2759756	2768478	1		protein_coding	C0H5L6	
PF3D7_1338500	conserved Plasmodium protein, unknown function	13	1554199	1556364	1		protein_coding		
PF3D7_1353400	Ran-binding protein, putative	13	2139728	2143222	1		protein_coding	Q8IDG6	
PF3D7_1318300	conserved Plasmodium protein, unknown function	13	753910	759432	1		protein_coding		
PF3D7_1319900	conserved Plasmodium protein, unknown function	13	822078	826547	-1		protein_coding		
PF3D7_1321600	phosphodiesterase gamma, putative	13	897716	901044	1		protein_coding	B3FEM7	
PF3D7_1336900	tryptophan--tRNA ligase	13	1488061	1490262	-1		protein_coding	Q8IDW3	
PF3D7_1319200	conserved Plasmodium protein, unknown function	13	792381	794987	-1		protein_coding		
PF3D7_1352700	P-loop containing nucleoside triphosphate hydrolase, putative	13	2101485	2109086	1		protein_coding	Q8IDH3	
PF3D7_1357700	U3 small nucleolar RNA-associated protein 21,putative	13	2286220	2290210	-1		protein_coding	Q8IDC8	
PF3D7_1359300	exosome complex exonuclease RRP44	13	2353681	2356902	1		protein_coding	Q8IDB6	
PF3D7_1352900	Plasmodium exported protein, unknown function	13	2114157	2116211	-1		protein_coding		
PF3D7_1339700	conserved Plasmodium protein, unknown function	13	1590510	1596320	-1		protein_coding		
PF3D7_1311800	M1-family alanyl aminopeptidase	13	501790	505047	1		protein_coding	Q8IEK1	
PF3D7_1317200	transcription factor with AP2 domain(s)	13	721961	729979	1		protein_coding	Q8IEE4	
PF3D7_1317900	small ribosomal subunit nuclear export protein,putative	13	741926	744850	-1		protein_coding	Q8IED7	
PF3D7_1366600	signal recognition particle receptor alpha subunit	13	2663422	2665152	-1		protein_coding	Q8ID42	
PF3D7_1309000	conserved Plasmodium protein, unknown function	13	415916	416998	-1		protein_coding		
PF3D7_1372000	Plasmodium exported protein (PHISTa), unknown function	13	2832952	2834322	1		protein_coding	C0H5M7	
PF3D7_1354400	V-type proton ATPase 21 kDa proteolipid subunit,putative	13	2169314	2170416	-1		protein_coding	Q8IDF7	
PF3D7_1324400	MSF1-like protein, putative	13	1021509	1022537	1		protein_coding	Q8IE73	
PF3D7_1324800	dihydrofolate synthase/folylpolyglutamate synthase	13	1036543	1038531	-1		protein_coding	Q8IE69	
PF3D7_1316700	conserved Plasmodium protein, unknown function	13	695732	697985	1		protein_coding		
PF3D7_1326800	syntaxin, Qa-SNARE family	13	1127436	1128761	-1		protein_coding	C0H5E1	
PF3D7_1349800	nucleolar preribosomal associated cytoplasmic ATPase, putative	13	2000681	2002000	1		protein_coding	Q8IDK1	
PF3D7_1351900	conserved Plasmodium protein, unknown function	13	2067529	2068767	-1		protein_coding		
PF3D7_1343600	UDP-N-acetylglucosamine pyrophosphorylase,putative	13	1721904	1723685	-1		protein_coding	Q8IDQ3	
PF3D7_1322700	conserved Plasmodium protein, unknown function	13	958219	959175	-1		protein_coding		
PF3D7_1328800	transcriptional regulatory protein sir2a	13	1214907	1215728	1		protein_coding	Q8IE47	Q8IE47
PF3D7_1321400	palmitoyltransferase, putative	13	887271	889699	1		protein_coding	Q8IEA0	
PF3D7_1333800	conserved Plasmodium protein, unknown function	13	1382631	1383335	1		protein_coding		
PF3D7_1309100	60S ribosomal protein L24, putative	13	418820	420121	1		protein_coding	Q8IEM3	
PF3D7_1328500	alpha/beta-hydrolase, putative	13	1204186	1207200	-1		protein_coding	Q8IE45	
PF3D7_1305000	conserved Plasmodium protein, unknown function	13	247312	251751	1		protein_coding	Q8IER6	
PF3D7_1320400	type I signal peptidase	13	841671	842750	-1		protein_coding	Q8IEA9	
PF3D7_1357200	glutamate--tRNA ligase	13	2271537	2274083	1		protein_coding	Q8IDD3	
PF3D7_1304600	conserved Plasmodium protein, unknown function	13	237361	241233	1		protein_coding	Q8IER9	
PF3D7_1320900	RNA-binding protein, putative	13	857147	857944	-1		protein_coding	C0H5C7	
PF3D7_1341500	inner membrane complex suture component,putative	13	1639617	1641143	1		protein_coding		
PF3D7_1319300	N2,N2-dimethylguanosine tRNA methyltransferase,putative	13	795939	798353	-1		protein_coding	Q8IEC3	
PF3D7_1372800	stevor	13	2863866	2864869	1		protein_coding	C0H5N4	
PF3D7_1350400	ubiquitin-activating enzyme E1, putative	13	2012799	2014919	1		protein_coding	C0H5H9	
PF3D7_1372600	rifin	13	2856586	2858026	1		protein_coding	C0H5N2	
PF3D7_1301200	glycophorin binding protein	13	73099	74413	-1		protein_coding	Q8IEU3	
PF3D7_1369500	conserved Plasmodium protein, unknown function	13	2769916	2773480	1		protein_coding	C0H5L7	
PF3D7_1312400	translation initiation factor IF-2, putative	13	521050	524436	1		protein_coding	Q8IEJ7	
PF3D7_1354600	60S ribosomal protein L7-2, putative	13	2176308	2177272	-1		protein_coding	C0H5I4	
PF3D7_1303000	conserved Plasmodium protein, unknown function	13	158144	158778	1		protein_coding	Q8IET5	
PF3D7_1320500	SNARE protein, putative	13	843639	845111	1		protein_coding	C0H5C6	
PF3D7_1341800	inner membrane complex protein 1k, putative	13	1646330	1647718	-1		protein_coding	Q8IDS1	
PF3D7_1363400	polyubiquitin binding protein, putative	13	2543644	2546483	-1		protein_coding	Q8ID72	
PF3D7_1336800	nuclear movement protein, putative	13	1486456	1487616	1		protein_coding	Q8IDW4	
PF3D7_1308100	CCAAT-binding transcription factor, putative	13	360169	360627	1		protein_coding	Q8IEN4	
PF3D7_1361700	cytochrome c oxidase subunit 2, putative	13	2470972	2471793	1		protein_coding	Q8ID89	
PF3D7_1339500	mitochondrial ribosomal protein L49 precursor,putative	13	1587028	1587874	-1		protein_coding	Q8IDU0	
PF3D7_1343500	conserved Plasmodium protein, unknown function	13	1720319	1721672	1		protein_coding	Q8IDQ4	
PF3D7_1308600	conserved Plasmodium protein, unknown function	13	396734	400951	-1		protein_coding		
PF3D7_1364200	conserved Plasmodium protein, unknown function	13	2571845	2577286	-1		protein_coding		
PF3D7_1304200.1	CorA-like Mg2+ transporter protein, putative	13	226669	228290	-1		protein_coding	A0A143ZWJ6	
PF3D7_1348400	conserved Plasmodium membrane protein, unknown function	13	1935596	1947380	-1		protein_coding	Q8IDL5	
PF3D7_1360800	falcilysin	13	2435343	2438924	1		protein_coding	Q76NL8	
PF3D7_1358100	small subunit rRNA processing factor, putative	13	2305436	2307640	-1		protein_coding	Q8IDC4	
PF3D7_1313000	ubiquitin-like protein nedd8 homologue,putative	13	553752	554251	-1		protein_coding	Q8IEI4	
PF3D7_1324700	SNARE protein, putative	13	1034900	1035637	1		protein_coding	C0H5D3	
PF3D7_1310800	conserved Plasmodium protein, unknown function	13	470595	475002	-1		protein_coding		
PF3D7_1304400	conserved Plasmodium protein, unknown function	13	232493	234447	-1		protein_coding		
PF3D7_1324500	DEAD box helicase, putative	13	1023260	1027743	-1		protein_coding	Q8IE72	
PF3D7_1320300	conserved Plasmodium protein, unknown function	13	838848	840965	-1		protein_coding		
PF3D7_1347700	ethanolamine-phosphate cytidylyltransferase	13	1908960	1910885	1		protein_coding	Q8IDM2	
PF3D7_1352300	conserved Plasmodium protein, unknown function	13	2083689	2085530	-1		protein_coding		
PF3D7_1329700	apicoplast calcium binding protein 1	13	1261345	1262943	-1		protein_coding	Q8IE29	
PF3D7_1315500	conserved Plasmodium protein, unknown function	13	652794	653838	-1		protein_coding	Q8IEF9	
PF3D7_1323500	plasmepsin V	13	975403	977175	1		protein_coding	Q8I6Z5	
PF3D7_1346600	conserved Plasmodium protein, unknown function	13	1874060	1874725	-1		protein_coding		
PF3D7_1352100	ABC transporter B family member 6, putative	13	2076078	2079227	-1		protein_coding	Q8IDH9	
PF3D7_1372700	rifin	13	2860163	2861441	1		protein_coding	C0H5N3	
PF3D7_1309400	HORMA domain protein, putative	13	431892	435875	1		protein_coding		
PF3D7_1301900	Plasmodium exported protein, unknown function	13	109695	110268	-1		protein_coding	Q8IEI7	
PF3D7_1353900	proteasome subunit alpha type-7, putative	13	2154162	2155217	1		protein_coding	Q8IDG2	
PF3D7_1322100	histone-lysine N-methyltransferase SET2	13	920971	929449	1		protein_coding	Q8IE95	Q8IE95
PF3D7_1351400	60S ribosomal protein L17, putative	13	2052108	2053384	1		protein_coding	Q8IDI5	
PF3D7_1358300	rhomboid protease ROM7	13	2314457	2315479	-1		protein_coding	Q8IDC2	
PF3D7_1359000	conserved Plasmodium protein, unknown function	13	2336005	2345850	-1		protein_coding	C0H5J0	
PF3D7_1310500	conserved protein, unknown function	13	463385	464002	-1		protein_coding	Q8IEL0	
PF3D7_1310600	ras-related protein Rab-5B	13	465091	466552	-1		protein_coding	Q76NM7	
PF3D7_1371700	serine/threonine protein kinase, FIKK family	13	2821078	2823292	1		protein_coding	A0A143ZWL4	
PF3D7_1310700	RNA-binding protein, putative	13	468232	468663	-1		protein_coding	Q8IEK9	
PF3D7_1365000	conserved Plasmodium protein, unknown function	13	2608698	2609744	1		protein_coding		
PF3D7_1356700	DnaJ protein, putative	13	2245189	2246512	1		protein_coding	Q8IDD5	
PF3D7_1348700	WD repeat-containing protein 16, putative	13	1955254	1958358	-1		protein_coding		
PF3D7_1322600	conserved Plasmodium protein, unknown function	13	955957	957495	-1		protein_coding		
PF3D7_1337900	conserved Plasmodium protein, unknown function	13	1534507	1535166	1		protein_coding		
PF3D7_1372100	Plasmodium exported protein (PHISTb), unknown function	13	2837053	2839058	1		protein_coding	C0H5M8	
PF3D7_1303700	conserved Plasmodium protein, unknown function	13	180549	184517	1		protein_coding		
PF3D7_1330400.1	ER lumen protein retaining receptor 1, putative	13	1279800	1281285	-1		protein_coding	Q8IE22	
PF3D7_1342900	transcription factor with AP2 domain(s)	13	1682393	1693969	-1		protein_coding	C0H5G5	
PF3D7_1354000	conserved Plasmodium protein, unknown function	13	2155755	2157542	-1		protein_coding		
PF3D7_1322900	conserved Plasmodium protein, unknown function	13	961213	963561	1		protein_coding	C0H5D2	
PF3D7_1302000	EMP1-trafficking protein	13	112792	113815	-1		protein_coding	Q8IEI6	
PF3D7_1301500	Plasmodium exported protein (PHISTa), unknown function	13	85563	86624	-1		protein_coding	Q8IEJ1	
PF3D7_1367600	ribosome biogenesis protein MRT4, putative	13	2693921	2694859	-1		protein_coding	Q8ID32	
PF3D7_1333200	ubiquitin-activating enzyme	13	1362093	1367609	1		protein_coding	Q8IDZ6	
PF3D7_1318400	structural maintenance of chromosomes protein 2,putative	13	760326	764139	-1		protein_coding	Q8IED2	Q8IED2
PF3D7_1335900	thrombospondin-related anonymous protein	13	1464895	1466619	-1		protein_coding	Q76NM2	P16893
PF3D7_1303600	conserved Plasmodium protein, unknown function	13	178783	179353	1		protein_coding	Q8IES9	
PF3D7_1336700	conserved Plasmodium protein, unknown function	13	1482361	1482837	-1		protein_coding		
PF3D7_1363300	50S ribosomal protein L9, mitochondrial,putative	13	2542284	2543150	1		protein_coding	Q8ID73	
PF3D7_1364000	conserved Plasmodium protein, unknown function	13	2564625	2567108	1		protein_coding		
PF3D7_1323000	beta-hydroxyacyl-ACP dehydratase	13	963661	964690	-1		protein_coding	Q8I6T4	
PF3D7_1361300	conserved Plasmodium protein, unknown function	13	2462069	2463784	1		protein_coding	C0H5J7	
PF3D7_1302300	Plasmodium exported protein, unknown function	13	126611	127141	-1		protein_coding	C0H595	
PF3D7_1338200	60S ribosomal protein L6-2, putative	13	1545070	1545735	-1		protein_coding	Q8IDV1	
PF3D7_1328300	conserved Plasmodium protein, unknown function	13	1196229	1197509	-1		protein_coding	Q8IE43	
PF3D7_1310200	conserved Plasmodium protein, unknown function	13	454061	454636	1		protein_coding	C0H5A9	
PF3D7_1327100	conserved Plasmodium protein, unknown function	13	1138558	1141561	-1		protein_coding	C0H5E4	
PF3D7_1346700	6-cysteine protein	13	1876016	1877362	-1		protein_coding	Q8I6T1	Q8I6T1
PF3D7_1361000	protein arginine N-methyltransferase 5,putative	13	2445090	2447264	-1		protein_coding	Q8ID96	
PF3D7_1349700	peptidase, putative	13	1998815	1999771	1		protein_coding	Q8IDK2	
PF3D7_1328600	conserved Plasmodium protein, unknown function	13	1209744	1211772	-1		protein_coding		
PF3D7_1355500	serine/threonine protein phosphatase 5	13	2199594	2201570	1		protein_coding	Q8IDE7	
PF3D7_1305200	transcription factor with AP2 domain(s)	13	255130	256116	1		protein_coding	Q8IER4	
PF3D7_1305700	conserved Plasmodium protein, unknown function	13	277139	277729	1		protein_coding		
PF3D7_1372300	Plasmodium exported protein (PHIST), unknown function	13	2845767	2846538	1		protein_coding		
PF3D7_1319000	conserved Plasmodium protein, unknown function	13	784110	786992	1		protein_coding		
PF3D7_1333000	20 kDa chaperonin	13	1355285	1357194	1		protein_coding	Q8IDZ8	
